,Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
4704,Boss Spirit Hugo Boss for men,Woody Chypre,Artemisia,Leather,Tarragon,All Season,All Time,long lasting,heavy,4.66,78
4705,Boss Sport Hugo Boss for men,Aromatic Fougere,Marigold,oak moss,Lavender,Spring/Summer,Day,long lasting,heavy,4.47,72
4706,Boss Woman Hugo Boss for women,Floral Fruity,Freesia,Mango,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.71,696
4707,Deep Red Hugo Boss for women,Oriental Vanilla,Vanilla,Blood Orange,Black Currant,Fall/Winter,Night,moderate,moderate,3.92,2472
4708,Hugo Dark Blue Hugo Boss for men,Oriental Spicy,Ginger,Grapefruit,Vanilla,All Season,All Time,moderate,moderate,3.67,637
4709,Pure Purple Hugo Boss for women,Floral Fruity,Marzipan,Amber,White Cyclamen,All Season,Day,moderate,moderate,3.46,456
4710,Boss Bottled Hugo Boss for men,Woody Spicy,Vanilla,Apple,Cinnamon,All Season,Day,moderate,moderate,4.05,4082
4711,Boss Bottled Collector's Edition Hugo Boss for men,Woody Spicy,Apple,Vanilla,Sandalwood,All Season,Night,moderate,heavy,4.08,46
4712,Boss Bottled Intense  Hugo Boss for men,Woody Spicy,Apple,Vanilla,Cinnamon,Fall/Winter,All Time,long lasting,moderate,4.11,592
4713,Boss Bottled Intense Eau de Parfum Hugo Boss for men,Woody Spicy,Apple,Cinnamon,Vanilla,Fall/Winter,All Time,long lasting,heavy,4.36,330
4714,Boss Bottled Night Hugo Boss for men,Woody Aromatic,Violet,Lavender,Birch,All Season,Night,moderate,moderate,3.73,1234
4715,Boss Bottled Oud Hugo Boss for men,Oriental Woody,Agarwood (Oud),Apple,Sandalwood,Fall/Winter,Night,long lasting,heavy,3.91,206
4716,Boss Bottled Sport Hugo Boss for men,Aromatic,Grapefruit,Aldehydes,Lavender,Spring/Summer,Day,moderate,moderate,3.21,297
4717,Boss Bottled Tonic Hugo Boss for men,Woody Spicy,Ginger,Apple,Bitter Orange,Spring/Summer,Day,moderate,moderate,3.57,210
4718,Boss Bottled United Hugo Boss for men,Woody Aromatic,Blood Orange,Mint,Vetiver,Spring/Summer,Day,long lasting,moderate,3.73,29
4719,Boss Bottled Unlimited Hugo Boss for men,Aromatic Fougere,Mint,Pineapple,Labdanum,Spring/Summer,Day,moderate,moderate,4.03,359
4720,Boss Bottled Unlimited Mats Hummels Edition Hugo Boss for men,Aromatic Fougere,Mint,White Musk,Cinnamon,All Season,Night,long lasting,heavy,3.2,9
4721,Boss Elements Hugo Boss for men,Aromatic Spicy,Leather,Lavender,Sandalwood,All Season,All Time,moderate,moderate,4.03,194
4722,Boss Elements Aqua Hugo Boss for men,Woody Aromatic,Pineapple,Mint,Sandalwood,Spring/Summer,Day,long lasting,heavy,3.87,188
4723,Essence de Femme Hugo Boss for women,Floral Fruity,Lily,Freesia,Black Currant,All Season,All Time,moderate,moderate,3.96,191
4724,Femme Hugo Boss for women,Floral Fruity,Freesia,Bulgarian Rose,Lily,Spring/Summer,Day,moderate,moderate,3.91,1382
4725,Femme L'Eau Fraiche Hugo Boss for women,Floral,Stephanotis,Fruity Notes,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.68,159
4726,Boss in Motion Hugo Boss for men,Oriental Fougere,Orange,Pink Pepper,Cinnamon,Spring/Summer,Day,moderate,moderate,3.88,941
4727,Boss In Motion Black Hugo Boss for men,Woody Aromatic,Kumquat,Bergamot,Sandalwood,Spring/Summer,Day,weak,moderate,3.35,67
4728,Boss In Motion Blue Hugo Boss for men,Woody Aromatic,Grapefruit,Teak Wood,Cardamom,Spring/Summer,Day,moderate,moderate,3.98,56
4729,Boss in Motion edition IV Hugo Boss for men,Citrus Aromatic,Orange,Tea,Violet Leaf,Spring/Summer,Day,moderate,moderate,3.56,63
4730,Boss In Motion Green Hugo Boss for men,Woody Spicy,Mandarin Orange,Nutmeg,Clary Sage,All Season,Day,moderate,moderate,4.07,60
4731,Boss In Motion Orange Made For Summer Hugo Boss for men,Aromatic Fruity,Passionfruit,Mint,Vetiver,Spring/Summer,Day,moderate,moderate,3.44,119
4732,Boss In Motion White Hugo Boss for men,,Blood Orange,Saffron,Basil,Spring/Summer,Day,moderate,moderate,3.44,157
4733,Boss Jour Pour Femme Hugo Boss for women,Floral,White Flowers,Lime,Grapefruit blossom,Spring/Summer,Day,moderate,moderate,3.47,467
4734,Boss Jour Pour Femme Lumineuse Hugo Boss for women,Floral,Honeysuckle,Freesia,Birch,Spring/Summer,Day,moderate,heavy,3.34,41
4735,Boss Ma Vie L'Eau Hugo Boss for women,Floral,Peony,Cactus Flower,Magnolia,Spring/Summer,Day,moderate,moderate,3.83,25
4736,Boss Ma Vie Pour Femme Hugo Boss for women,Floral,Cactus Flower,Pink Freesia,Rose,Spring/Summer,Day,moderate,moderate,3.72,550
4737,Boss Ma Vie Pour Femme Florale Hugo Boss for women,Floral,Cactus Flower,Freesia,Jasmine Sambac,Spring/Summer,Day,moderate,soft,3.5,32
4738,Boss Ma Vie Pour Femme Intense Hugo Boss for women,Floral,Cactus Flower,Rose,Cedar,All Season,Day,moderate,heavy,3.68,53
4739,Boss Nuit Pour Femme Hugo Boss for women,Floral,Peach,White Flowers,Jasmine,All Season,Day,moderate,moderate,3.61,861
4740,Boss Nuit Pour Femme Intense Hugo Boss for women,Floral,White Peach,White Flowers,Violet,All Season,Day,moderate,moderate,4.07,85
4741,Boss Orange Hugo Boss for women,Floral,African Orange flower,Vanilla,Red Apple,Spring/Summer,Day,moderate,moderate,3.55,1346
4742,Boss Orange Celebration of Happiness Hugo Boss for women,Floral Fruity,Vanille,Peach,African Orange flower,Spring/Summer,Day,weak,moderate,3.77,133
4743,Boss Orange Charity Edition Hugo Boss for women,Floral,African Orange flower,Red Apple,Vanille,Spring/Summer,Day,moderate,moderate,4.03,34
4744,Boss Orange Eau de Parfum Hugo Boss for women,Floral Fruity Gourmand,Creme Brulee,Vanila,Apple,All Season,Day,moderate,moderate,3.66,205
4745,Boss Orange for Men Hugo Boss for men,Woody Spicy,Red Apple,Vanilla,Woodsy Notes,All Season,Day,moderate,moderate,3.84,851
4746,Boss Orange for Men Feel Good Summer Hugo Boss for men,Woody Aquatic,Lemon,Green Apple,Pear,Spring/Summer,Day,moderate,moderate,4.3,83
4747,Boss Orange Man Charity Edition Hugo Boss for men,Woody,Vanille,Red Apple,Woodsy Notes,All Season,All Time,moderate,moderate,3.57,26
4748,Boss Orange Sunset Hugo Boss for women,Floral Fruity,Mandarin Orange,Vanille,Sandalwood,Spring/Summer,Day,moderate,moderate,3.79,379
4749,BOSS The Collection Cotton & Verbena Hugo Boss for men,Woody Chypre,Lemon Verbena,Vetiver,oak moss,Spring/Summer,Day,moderate,moderate,4.19,46
4750,BOSS The Collection Damask Oud Hugo Boss for men,Woody Spicy,White Pepper,Agarwood (Oud),Incense,Fall/Winter,Night,long lasting,heavy,4.47,72
4751,BOSS The Collection Silk & Jasmine Hugo Boss for men,Floral,white honey,Jasmine,Clove,All Season,Day,moderate,moderate,4.56,106
4752,BOSS The Collection Velvet & Amber Hugo Boss for men,Oriental,Resin,Vanille,Amber,Fall/Winter,Night,moderate,moderate,4.35,86
4753,BOSS The Collection Wool & Musk Hugo Boss for men,Woody Spicy,Musk,Cinnamon,Sandalwood,Fall/Winter,Night,moderate,moderate,3.96,33
4754,Boss The Scent Hugo Boss for men,Aromatic Spicy,Ginger,Maninka,Lavender,All Season,All Time,moderate,moderate,3.26,644
4755,Boss The Scent For Her Hugo Boss for women,Floral Fruity,Peach,Freesia,Osmanthus,Spring/Summer,Day,moderate,moderate,3.87,449
4756,Boss The Scent for Her Eau de Toilette Hugo Boss for women,,Peach,Freesia,Green Mandarin,All Season,Day,weak,moderate,3.91,26
4757,Boss The Scent For Her Intense Hugo Boss for women,Floral Fruity,Peach,Honey,Osmanthus,Fall/Winter,All Time,moderate,moderate,4.03,88
4758,Boss The Scent For Her Parfum Edition Hugo Boss for women,Oriental Floral,Cacao,Labdanum,Osmanthus,Fall/Winter,All Time,moderate,moderate,3.87,37
4759,Boss The Scent Intense Hugo Boss for men,Aromatic Spicy,Leather,Maninka,Vanilla,Fall/Winter,All Time,moderate,heavy,3.3,142
4760,Boss The Scent Parfum Edition Hugo Boss for men,Woody Spicy,Leather,Maninka,Orris Root,Fall/Winter,Night,moderate,moderate,4.09,46
4761,Boss The Scent Private Accord Hugo Boss for men,Oriental Woody,Cacao,Maninka,Coffee,Fall/Winter,Night,long lasting,heavy,4.14,41
4762,Boss The Scent Private Accord for Her  Hugo Boss for women,Oriental Vanilla,Cacao,Tonka Bean,Coffee,Fall/Winter,Night,moderate,moderate,4.08,71
4763,Boss Element Hugo Boss for men,,Water Notes,Citruses,Ginger,Spring/Summer,Day,moderate,moderate,3.61,463
4764,Hugo Hugo Boss for men,Aromatic Green,Green Apple,Mint,Lavender,Spring/Summer,Day,long lasting,moderate,3.68,2133
4765,Hugo by Karim Rashid Hugo Boss for men,Aromatic Green,Lavender,Carnation,Oakmoss,All Season,Day,long lasting,heavy,3.0,8
4766,Hugo Create Limited Edition Hugo Boss for men,Aromatic,Lavender,Grapefruit,Green Apple,Spring/Summer,Day,moderate,moderate,3.82,31
4767,Hugo Extreme  Hugo Boss for men,Aromatic Green,Balsam Fir,Green Apple,Lavender,Spring/Summer,Day,long lasting,moderate,3.7,124
4768,Hugo Iced Hugo Boss for men,Aromatic Aquatic,Mint,Bitter Orange,Tea,Spring/Summer,Day,moderate,moderate,3.56,100
4769,Hugo Just Different Hugo Boss for men,Aromatic,Mint,Granny Smith apple,Cashmeran,All Season,All Time,moderate,moderate,3.8,657
4770,Hugo Red Hugo Boss for men,Oriental Spicy,Rhubarb,Grapefruit,Pineapple,Spring/Summer,Day,moderate,moderate,3.45,491
4771,Hugo Spray Hugo Boss for men,Aromatic Green,Lavender,Green Apple,Pine Tree,Spring/Summer,Day,moderate,moderate,3.34,33
4772,Hugo Urban Journey Hugo Boss for men,Woody Aromatic,Green Accord,Black Tea,Floral Notes,Spring/Summer,Day,moderate,heavy,3.29,36
4773,Hugo Energise Hugo Boss for men,Woody Aromatic,Pink Pepper,Lemon,Kumquat,Spring/Summer,Day,moderate,moderate,3.86,628
4774,Hugo Energize Spray Hugo Boss for men,Woody Aromatic,Pink Pepper,Mint,Pineapple Leaf,Spring/Summer,Day,moderate,moderate,3.78,62
4775,Hugo Woman Hugo Boss for women,Floral Fruity,Granny Smith apple,Water Hyacinth,Melon,Spring/Summer,Day,moderate,moderate,3.75,1000
4776,Hugo Woman Eau de Parfum Hugo Boss for women,Floral Fruity,Boysenberry,Italian Mandarin,Plum,Spring/Summer,Day,moderate,moderate,3.76,190
4777,Hugo Woman Extreme Hugo Boss for women,Floral Fruity,Boysenberry,Black Tea,Grass,Spring/Summer,Day,moderate,heavy,3.5,66
4778,Hugo XX Hugo Boss for women,Floral Fruity,Jasmine,Litchi,Black Currant,Spring/Summer,Day,moderate,moderate,3.7,604
4779,Hugo XX Summer Edition Hugo Boss for women,Floral Fruity,Melon,Apricot,Jasmine,Summer,Day,weak,moderate,3.94,45
4780,Hugo XY Hugo Boss for men,Woody Aromatic,Pear Leaf,Mint,Basil,Spring/Summer,Day,moderate,moderate,3.56,509
4781,Hugo XY Summer Edition Hugo Boss for men,Woody Aromatic,Cardamom,Grapefruit,Quince,Spring/Summer,Day,long lasting,heavy,3.13,24
4782, L'Eau d'Issey Pure Issey Miyake for women,Floral Aquatic,Lily,Jasmine,Sea Notes,Spring/Summer,Day,moderate,moderate,3.69,280
4783,Eau d'Ete 2005 l'Eau d'Issey Pour Homme Issey Miyake for men,Citrus Aromatic,Yuzu,Mandarin Orange,Cypress,Spring/Summer,Day,long lasting,heavy,4.07,48
4784,L'Eau Bleu d'Issey Eau Fraiche Issey Miyake for men,Floral Woody Musk,Rosemary,Mint,Bergamot,Spring/Summer,Day,moderate,moderate,4.1,284
4785,L'Eau Bleue d'Issey Pour Homme Issey Miyake for men,Woody Aromatic,Cypress,Rosemary,Juniper Berries,All Season,Day,long lasting,heavy,4.02,1130
4786,L'eau d'Issey Issey Miyake for women,Floral Aquatic,Lotus,Melon,Lily-of-the-Valley,Spring/Summer,Day,long lasting,moderate,3.54,3644
4787,L'Eau D'Issey Absolue Issey Miyake for women,Oriental Floral,Honey,Lotus,Tuberose,All Season,Day,moderate,moderate,4.02,402
4788,L'Eau d'Issey City Blossom Issey Miyake for women,Floral Woody Musk,Calone,Pink Pepper,Freesia,Spring/Summer,Day,moderate,heavy,3.38,40
4789,L'Eau d'Issey Eau d'Ete 2011 Issey Miyake for women,Floral Aquatic,Water Notes,Pear,Peony,Summer,Day,moderate,moderate,3.79,124
4790,L'eau d'Issey Eau D'Ete Summer Edition Issey Miyake for women,Floral Fruity,Floral Notes,Rose,Pear,Summer,Day,moderate,moderate,4.07,59
4791,L'eau d'Issey Eau D'Ete Summer Edition for Men Issey Miyake for men,,Yuzu,Tangerine,Lemon Verbena,Summer,Day,moderate,moderate,4.4,185
4792,L'eau d'Issey Eau de Parfum Issey Miyake for women,Floral Aquatic,Lotus,Lily,Freesia,Spring/Summer,Day,moderate,moderate,3.66,766
4793,L'Eau d'Issey Florale Issey Miyake for women,Floral,Rose,Lily,Woodsy Notes,Spring/Summer,Day,moderate,moderate,3.88,930
4794,L'Eau d'Issey Gold Absolute Issey Miyake for women,Oriental Woody,Lily,Osmanthus,Lotus,All Season,Day,moderate,moderate,3.98,62
4795,L'Eau d'Issey Parfum Issey Miyake for women,Floral Aquatic,Lotus,Lily,Water Notes,Spring/Summer,Day,moderate,moderate,3.26,22
4796,L'Eau d'Issey Pour Femme Eau de Toilette L'Ete Issey Miyake for women,Floral Aquatic,Water Notes,Peony,Osmanthus,Summer,Day,moderate,moderate,4.01,102
4797,L'Eau d'Issey Pour Homme Issey Miyake for men,Woody Aquatic,Yuzu,Lemon,Blue Lotus,Spring/Summer,Day,long lasting,moderate,4.0,5870
4798,L'Eau d'Issey Pour Homme Eau d'Ete 2011 Issey Miyake for men,Aromatic Aquatic,Yuzu,Mandarin Orange,Sage,Summer,Day,moderate,moderate,4.27,98
4799,L'Eau d'Issey Pour Homme Eau de Toilette L'Ete Issey Miyake for men,Aromatic Aquatic,Yuzu,Sea water,Mandarin Orange,Spring/Summer,Day,moderate,moderate,4.05,127
4800,L'Eau d'Issey Pour Homme Fraiche Issey Miyake for men,Woody Aquatic,Grapefruit,Rosemary,Bergamot,Spring/Summer,Day,long lasting,heavy,4.1,259
4801,L'Eau d'Issey Pour Homme Gold Absolute Issey Miyake for men,Woody Floral Musk,Mandarin Orange,Cinnamon,Nutmeg,All Season,All Time,long lasting,heavy,4.29,81
4802,L'Eau d'Issey Pour Homme Intense Issey Miyake for men,Woody,Incense,Yuzu,Papyrus,All Season,All Time,long lasting,heavy,3.9,1031
4803,L'Eau D'Issey pour Homme Lumieres dIssey Issey Miyake for men,Aromatic Spicy,Bitter Orange,Grapefruit,Green Notes,Summer,Day,long lasting,heavy,4.13,20
4804,L'Eau d'Issey Pour Homme Noir Ambre Issey Miyake for men,Oriental,Amber,Saffron,Vanilla,Fall/Winter,Night,long lasting,heavy,4.45,137
4805,L'Eau d'Issey pour Homme Oceanic Expedition Issey Miyake for men,Citrus Aromatic,Grapefruit,Sea Notes,Bergamot,Spring/Summer,Day,moderate,moderate,4.16,106
4806,L'Eau d'Issey Pour Homme Summer 2006 Issey Miyake for men,Citrus Aromatic,Rosemary,Nutmeg,Coriander,Spring/Summer,Day,moderate,heavy,4.47,49
4807,L'Eau d'Issey Pour Homme Summer 2013 Issey Miyake for men,Aromatic Fruity,Grapefruit,Kiwi,Pineapple,Spring/Summer,Day,moderate,moderate,4.29,237
4808,L'Eau d'Issey Pour Homme Summer 2014 Issey Miyake for men,Woody Aromatic,Grapefruit,Kiwi,Pineapple,Spring/Summer,Day,moderate,moderate,4.11,76
4809,L'Eau d'Issey Pour Homme Summer 2015 Issey Miyake for men,Aromatic Fruity,Kiwi,Grapefruit,Cypress,Spring/Summer,Day,moderate,moderate,4.04,64
4810,L'Eau d'Issey Pour Homme Summer 2016  Issey Miyake for men,Aromatic Fruity,Grapefruit,Kiwi,Pineapple,Spring/Summer,Day,moderate,moderate,4.46,110
4811,L'Eau d'Issey Pour Homme Summer 2017 Issey Miyake for men,Aromatic Spicy,Grapefruit,Kiwi,Pineapple,Spring/Summer,Day,moderate,heavy,4.23,29
4812,L'Eau d'Issey Pour Homme Summer 2018 Issey Miyake for men,Aromatic Fruity,Grapefruit,Kiwi,Cypress,Spring/Summer,Day,moderate,moderate,4.6,22
4813,L'Eau d'Issey Pour Homme Summer Eau de Toilette Issey Miyake for men,Woody Aromatic,Yuzu,vetyver,Mandarin Orange,Spring/Summer,Day,moderate,heavy,4.23,82
4814,L'Eau d'Issey Pour Homme Summer Glimmer Issey Miyake for men,Woody,Yuzu,Mandarin Orange,Lemon Verbena,Spring/Summer,Day,moderate,heavy,4.22,35
4815,L'Eau d'Issey Pure Eau de Toilette Issey Miyake for women,Floral Aquatic,Lily,Jasmine,Sea Notes,Spring/Summer,Day,moderate,moderate,3.76,59
4816,L'Eau d'Issey Pure Nectar de Parfum Issey Miyake for women,Floral,Honey,Pear,Rose,Spring/Summer,Day,moderate,heavy,3.73,128
4817,L'Eau d'Issey Reflection In A Drop Issey Miyake for women,Floral Aquatic,Lotus,Rose,Musk,Spring/Summer,Day,moderate,heavy,3.95,69
4818,L'Eau d'Issey Summer 2006 Issey Miyake for women,Floral,Rose Water,Woodsy Notes,Peony,Spring/Summer,Day,moderate,soft,3.54,42
4819,L'Eau d'Issey Summer 2007 Femme Issey Miyake for women,Floral Green,Green Leaves,Lily-of-the-Valley,Freesia,Spring/Summer,Day,moderate,moderate,3.91,42
4820,L'Eau d'Issey Summer 2007 Homme Issey Miyake for men,Citrus Aromatic,Green Leaves,Petitgrain,Lemon,Spring/Summer,Day,moderate,heavy,4.4,23
4821,L'Eau d'Issey Summer 2008 Issey Miyake for women,Floral,Carnation,Osmanthus,Rose,Summer,Day,weak,moderate,3.86,67
4822,L'Eau d'Issey Summer 2013 Issey Miyake for women,Floral Fruity,Flowers,Pink Grapefruit,Guava,Summer,Day,moderate,moderate,3.62,76
4823,L'Eau d'Issey Summer 2014 Issey Miyake for women,Aromatic Fruity,Sea Notes,Guava,Passionfruit,Spring/Summer,Day,moderate,moderate,3.63,49
4824,L'Eau d'Issey Summer 2015 Issey Miyake for women,Floral Fruity,Grapefruit,Floral Notes,Litchi,Spring/Summer,Day,moderate,moderate,4.29,24
4825,L'Eau d'Issey Summer 2016 Issey Miyake for women,Floral Fruity,Grapefruit,Guava,Pitahaya,Spring/Summer,Day,moderate,heavy,3.56,40
4826,L'Eau d'Issey Summer 2017 Issey Miyake for women,Floral Fruity,Watery Notes,Flowers,Guava,Spring/Summer,Day,moderate,heavy,3.56,19
4827,L'Eau d'Issey Summer 2018 Issey Miyake for women,Floral Fruity,Guava,Passionfruit,Litchi,Spring/Summer,Day,moderate,moderate,3.67,9
4828,L'Eau d'Issey Summer Eau de Toilette Issey Miyake for women,Floral,Carnation,tincture of rose,Floral Notes,Spring/Summer,Day,weak,heavy,3.5,50
4829,L'Eau d'Issey Summer Glimmer Issey Miyake for women,Floral Woody Musk,Osmanthus,Lotus,Tuberose,Summer,Day,long lasting,moderate,3.87,20
4830,L'Eau d'Issey Summer Pour Homme 2008 Issey Miyake for men,Aromatic,Mandarin Orange,Cardamom,Sage,Spring/Summer,Day,moderate,moderate,4.3,56
4831,L'Eau d'Issey Une Goutte de Nuage Issey Miyake for women,Floral,Tea,Lotus,Rose,Spring/Summer,Day,long lasting,heavy,4.51,71
4832,L'Eau D'Issey Une goutte sur un Petale Issey Miyake for women,Floral Aquatic,Mandarin Orange,Orange,Woodsy Notes,Spring/Summer,Day,long lasting,moderate,4.19,32
4833,L'Eau d’Issey Lotus Issey Miyake for women,Floral Aquatic,Watery Notes,Lotus,Hyacinth,Spring/Summer,Day,long lasting,moderate,3.7,116
4834,L'Eau Majeure d'Issey Issey Miyake for men,Woody Aquatic,Sea Notes,Cashmeran,Grapefruit,Spring/Summer,Day,long lasting,heavy,3.02,135
4835,Lune d’Issey Issey Miyake for women,Floral,Osmanthus,Mimosa,Musk,Spring/Summer,Day,weak,moderate,3.45,15
4836,L’Eau d’Issey Fleur de Bois Issey Miyake for women,Floral,Virginia Cedar,Freesia,Mimosa,All Season,Day,moderate,moderate,4.21,88
4837,L’Eau d’Issey Noir Absolu Issey Miyake for women,Floral,Lily,Lotus,Jasmine,Fall/Winter,All Time,moderate,heavy,4.35,75
4838,L’Eau d’Issey pour Homme Edition Bois Issey Miyake for men,Woody Aquatic,Yuzu,Nutmeg,Lemon,Spring/Summer,Day,long lasting,heavy,4.49,85
4839,L’Eau d’Issey Pour Homme Noir Absolu Issey Miyake for men,Woody Spicy,Cashmere Wood,Mandarin Orange,Amber,All Season,Night,long lasting,heavy,4.41,99
4840,L’Eau d’Issey Pour Homme Or Encens Issey Miyake for men,Oriental Woody,Incense,Leather,Sandalwood,Fall/Winter,Night,long lasting,heavy,4.22,24
4841,L’Eau d’Issey Pour Homme Sport Issey Miyake for men,Woody Aromatic,Grapefruit,Bergamot,Vetiver,Spring/Summer,Day,moderate,moderate,3.92,791
4842,L’Eau d’Issey Pour Homme Sport Mint Issey Miyake for men,Citrus Aromatic,Mint,Pink Grapefruit,Bergamot,Spring/Summer,Day,moderate,moderate,3.67,64
4843,L’Eau d’Issey Pour Homme Yuzu Issey Miyake for men,Woody Aquatic,Yuzu,Citron,Ginger,Spring/Summer,Day,moderate,moderate,4.1,191
4844,L’Eau Super Majeure d’Issey  Issey Miyake for men,Woody Aquatic,Sea Salt,Sea Notes,Amberwood,All Season,All Time,moderate,heavy,3.64,25
4845,Nuit d'Issey Austral Expedition Issey Miyake for men,Woody Spicy,Coriander,Gentiana,Vetiver,All Season,Day,moderate,heavy,4.15,75
4846,Nuit d'Issey Bleu Astral  Issey Miyake for men,Woody Spicy,Lime,Amberwood,Coriander,Spring/Summer,Day,moderate,heavy,3.96,81
4847,Nuit d’Issey Issey Miyake for men,Woody Spicy,Incense,Leather,Woodsy Notes,Fall/Winter,Night,long lasting,moderate,3.52,625
4848,Nuit D’Issey Noir Argent Issey Miyake for men,Woody Spicy,Grapefruit,Nutmeg,Vetiver,Fall/Winter,Night,moderate,heavy,4.59,20
4849,Nuit d’Issey Parfum Issey Miyake for men,Woody Spicy,Leather,Patchouli,Tonka Bean,Fall/Winter,Night,long lasting,moderate,4.11,213
4850,Soleil d'Issey Issey Miyake for women,Floral Green,Neroli,Freesia,Beeswax,Spring/Summer,Day,long lasting,moderate,3.88,19
4851,A Scent by Issey Miyake Issey Miyake for women,Floral,Lemon Verbena,Hyacinth,Amalfi Lemon,Spring/Summer,Day,moderate,moderate,3.5,880
4852,A Scent by Issey Miyake Eau de Parfum Florale Issey Miyake for women,Floral,Peony,Jasmine,Galbanum,Spring/Summer,Day,moderate,moderate,3.45,320
4853,A Scent Soleil de Neroli Issey Miyake for women,Floral,Neroli,Hyacinth,Jasmine,Spring/Summer,Day,moderate,moderate,4.2,86
4854,Le Feu d'Issey Issey Miyake for women,Oriental Woody,Milk,Coriander Leaf,Caramel,Fall/Winter,All Time,long lasting,heavy,4.08,524
4855,Le Feu D'Issey Light Issey Miyake for women,Floral Woody Musk,Milk,Bergamot,Anise,All Season,Day,moderate,moderate,4.19,342
4856,Issey Miyake Pleats Please L’Elixir Edition Noël 2013 Issey Miyake for women,Floral,Sweet Pea,Peony,Vanilla,Fall/Winter,Day,weak,moderate,3.92,16
4857,Pleats Please Issey Miyake for women,Floral Fruity,Sweet Pea,Pear,Peony,Spring/Summer,Day,moderate,moderate,3.41,664
4858,Pleats Please Eau de Parfum Issey Miyake for women,Floral,White Flowers,Sweet Pea,Peony,All Season,Day,moderate,heavy,3.14,42
4859,Pleats Please Eau de Parfum 2013 Issey Miyake for women,Chypre Floral,Violet,Macarons,Sweet Pea,All Season,All Time,moderate,moderate,3.72,189
4860,Pleats Please in Bloom Issey Miyake for women,Floral Fruity,Rose,Raspberry,Peony,Spring,Day,weak,heavy,3.38,14
4861,Pleats Please L'Eau Issey Miyake for women,Floral Woody Musk,Neroli,Wild Rose,White Musk,Spring/Summer,Day,moderate,moderate,3.82,210
4862,Pleats Please L’Elixir Issey Miyake for women,Floral,Gardenia,Sweet Pea,Peony,All Season,Day,moderate,heavy,4.33,34
4863,Monsieur Eau du Matin Jean Paul Gaultier for men,Woody Aromatic,Citruses,Bergamot,Petitgrain,Spring/Summer,Day,weak,moderate,3.85,133
4864,Classique Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,Vanilla,Star Anise,Fall/Winter,Night,long lasting,heavy,3.7,5433
4865,Classique Alcohol Free Summer Fragrance 2006 Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,Clementine,Vanilla,Summer,Day,moderate,heavy,3.38,46
4866,Classique Autumn Winter Jean Paul Gaultier for women,Oriental Floral,Star Anise,Ginger,Rose,Fall/Winter,Night,long lasting,heavy,3.95,28
4867,Classique Belle en Corset Jean Paul Gaultier for women,Oriental Floral,Amber,Orange Blossom,Ylang-Ylang,All Season,All Time,long lasting,heavy,3.59,34
4868,Classique Betty Boop Eau Fraiche  Jean Paul Gaultier for women,Oriental Floral,Vanilla,Sorbet,Tiare Flower,Spring/Summer,Day,moderate,moderate,3.99,113
4869,Classique Bien Roulee Jean Paul Gaultier for women,Oriental Floral,Rose,Amber,Vanilla,Fall/Winter,Night,long lasting,moderate,4.26,29
4870,Classique Collector Glam Edition Jean Paul Gaultier for women,Oriental Floral,Vanilla,Orchid,Star Anise,Fall/Winter,All Time,moderate,heavy,3.88,12
4871,Classique Corset Couture Jean Paul Gaultier for women,Oriental Floral,Rose,Vanilla,Orange Blossom,All Season,All Time,weak,enormous,4.2,10
4872,Classique Couple Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,Orchid,Vanilla,All Season,Day,long lasting,heavy,4.0,65
4873,Classique Eau d'Ete 2003 Jean Paul Gaultier for women,Floral,Vanilla,Orange Blossom,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.64,15
4874,Classique Eau de Parfum Jean Paul Gaultier for women,Oriental Floral,Vanille,Vanilla orchid,Rum,Fall/Winter,Night,long lasting,heavy,4.15,1621
4875,Classique Eau de Parfum Collector 2017 Jean Paul Gaultier for women,Oriental Floral,Vanilla,Narcissus,Orchid,Fall/Winter,Night,moderate,heavy,4.26,28
4876,Classique Eau de Toilette Collector Edition 2017 Jean Paul Gaultier for women,Oriental Floral,Tuberose,Vanilla,iris,Fall/Winter,Night,moderate,heavy,4.71,19
4877,Classique Eau Fraîche André Edition Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,Sorbet,Ginger,Spring/Summer,Day,long lasting,moderate,3.58,21
4878,Classique Eau Fraîche Gaultier Airlines Jean Paul Gaultier for women,Oriental Floral,Sorbet,Tiare Flower,Vanilla,All Season,Day,poor,moderate,4.6,10
4879,Classique Edition Collector Jean Paul Gaultier for women,Oriental Floral,Amber,Rose,Musk,Fall/Winter,Night,long lasting,heavy,4.0,14
4880,Classique Essence de Parfum Jean Paul Gaultier for women,Oriental Floral,Orange Blossom,Vanilla,Whipped cream,Fall/Winter,Night,long lasting,heavy,4.25,408
4881,Classique Gold Collection Jean Paul Gaultier for women,Oriental Floral,Amber,Rose,Orange Blossom,Fall/Winter,Night,long lasting,heavy,4.06,20
4882,Classique Intense Jean Paul Gaultier for women,Oriental Floral,Tiare Flower,Vanilla,Pomegranate,Fall/Winter,All Time,long lasting,heavy,3.92,577
